city,latitude,longitude,cluster
Bataipora,-22.295,-53.2708,647
Rothenburg ob der Tauber,49.3833,10.1833,914
Charouine,29.0186,-0.2578,407
Maltby,47.8027,-122.1044,513
Ochsenfurt,49.65,10.0667,914
Vaal Reefs,-26.929,26.736,742
Chkalovsk,56.7667,43.2333,105
Cardoso,-20.0819,-49.9139,558
Handewitt,54.7667,9.3167,491
Taurisano,39.95,18.1667,786
Tegueste,28.5167,-16.3333,129
Nalambur,13.0867,80.1703,524
Rheinau,48.6678,7.9347,433
Knowsley,53.4498,-2.8501,92
Calatrava,12.6167,122.0708,598
Cherlagandlapalem,16.0069,80.6117,1
Pimenteiras,-6.245,-41.4189,340
Lamsabih,32.2933,-8.6889,580
Capaci,38.1667,13.2333,798
Ouaklim Oukider,31.45,-5.55,332
Teniet el Abed,35.2469,6.1906,247
Holbrook,42.1471,-71.0057,131
Domnesti,44.4,25.9167,989
Kurgunta,17.2,77.36,382
Somerville,-38.226,145.177,487
Welzheim,48.8747,9.6344,208
Dharmaj,22.4167,72.8,549
Cocoa Beach,28.3327,-80.6274,836
Yanahuanca,-10.4914,-76.5136,470
Gustavsberg,59.3333,18.3833,937
Waidhofen an der Ybbs,47.9667,14.7667,750
Machados,-7.6858,-35.515,748
Humpolec,49.5417,15.3572,339
Tokol,47.3203,18.9671,885
Besalampy,-16.75,44.4833,702
Gouvea,-18.4539,-43.7408,823
Nussloch,49.3236,8.6939,433
Ialysos,36.4167,28.15,255
Natshal,22.1957,88.0272,233
Pemmperena,11.4306,-5.7542,471
El Quisco,-33.3913,-71.6929,281
Santa Rosa de Viterbo,5.8833,-72.9833,772
Papireddippatti,11.914,78.3675,148
Dugny,48.95,2.4167,293
Tiruvennanallur,11.8589,79.3664,883
Langarivo,-14.6,50.05,312
Mashyal,17.3226,76.2407,226
Rio Novo do Sul,-20.8628,-40.9358,189
Ban Bang Lamung,13.047,100.9289,456
Barigarh,25.2325,80.0347,364
Virton,49.5675,5.5325,738
Tabapua,-20.9639,-49.0319,543
Ravenna,41.1612,-81.2422,295
Lardero,42.4333,-2.4667,562
Masinigudi,11.5683,76.6409,800
Capitan Bado,-23.26,-55.54,17
Varadarajampettai,11.3553,79.4186,883
Taylorville,39.5328,-89.2804,182
Tosagua,-0.78,-80.26,610
Capitan Sarmiento,-34.1667,-59.7833,47
Leatherhead,51.295,-0.329,218
Gracemere,-23.4391,150.4558,555
Bitritto,41.05,16.8333,930
Marasesti,45.88,27.23,599
Oxted,51.257,-0.006,218
Burslem,53.0426,-2.1879,92
Drezna,55.7453,38.8486,213
Pionerskiy,54.9517,20.2333,769
Mulheim-Karlich,50.3869,7.4953,622
Worb,46.9333,7.5667,151
Tenenkou,14.4556,-4.9181,847
Bruay-sur-l'Escaut,50.3989,3.5403,286
Tazhakudi,8.2348,77.4533,291
Janow Lubelski,50.7167,22.4167,238
Hipperholme,53.7258,-1.812,620
Edasseri,8.6654,76.8459,291
Dimmbal,14.0167,-3.6167,137
Zimna Voda,49.8222,23.9028,817
Naryn,41.1306,72.0806,437
Saint-Germain-les-Arpajon,48.5946,2.2558,293
Arnprior,45.4333,-76.35,707
Tudela,10.636,124.47,450
Villa Purificacion,19.8167,-104.7333,660
Denkendorf,48.6958,9.3175,208
Honmachi,43.9167,144.6667,128
Ikhlaspur,25.0589,83.6083,934
Sabana Yegua,18.72,-71.02,384
Jem'at Oulad 'Abbou,33.1156,-7.9333,857
Periya Soragai,11.7394,77.917,148
Lafrayta,31.9167,-7.25,332
Sebba,13.4333,0.5333,645
Inhassoro,-21.5333,35.2,507
Lieksa,63.3167,30.0167,655
Caldogno,45.6,11.4944,522
Miasskoye,55.2825,61.8939,784
Ichinohe,40.2129,141.2954,682
Estiva Gerbi,-22.2708,-46.945,3
Gualcince,14.1167,-88.55,690
Batemans Bay,-35.7081,150.1744,322
Caotan,36.2501,105.1742,809
Singura,24.7928,92.951,20
Commune Sidi Youssef Ben Ahmed,33.7861,-4.8152,648
El Ghourdane,32.3205,-8.7637,580
Arslanbob,41.3333,72.9333,437
Drochtersen,53.7,9.3833,491
Shiloh,39.9732,-76.792,0
Bad Nenndorf,52.3369,9.3786,27
Panpuli,9.0214,77.2502,291
Teano,41.25,14.0667,2
Getulina,-21.7986,-49.9286,198
Chorleywood,51.65,-0.51,218
Antsambalahy,-14.7167,49.9167,312
Golfito,8.6526,-83.1733,785
Batonyterenye,47.9892,19.8286,501
Tikota,16.76,75.62,972
Amatenango del Valle,16.5167,-92.4,654
Ban Kat,18.1764,97.9339,931
Stamboliyski,42.1333,24.5333,641
Meru,24.0097,85.4673,334
Svitlodarsk,48.4333,38.2167,860
Pedro de Toledo,-24.2747,-47.2328,638
Arpajon,48.5901,2.2476,293
Norwell,42.1608,-70.8177,131
Dourdan,48.5289,2.0156,293
Limavady,55.053,-6.946,617
Stanwell,51.457,-0.4715,218
De Doorns,-33.4833,19.6833,441
Beldibi,36.8667,28.2667,255
North Dundas,45.0833,-75.35,707
Eichenzell,50.4833,9.7,532
Tramore,52.1588,-7.1463,242
Lakeland Highlands,27.9572,-81.9496,345
Pipariya,25.2593,86.1149,297
Somavarappatti,10.6779,77.2131,800
Biri,12.67,124.38,18
Majanji,0.2408,33.9914,947
Sajoszentpeter,48.2167,20.7167,501
Kanhaipur,25.4542,85.8396,297
Caimanera,19.9947,-75.16,251
Bhilavadi,16.8586,74.3317,972
Seneffe,50.5167,4.25,634
Dammartin-en-Goele,49.0538,2.6817,293
Iskapalem,14.5416,79.8925,228
Curimata,-10.0358,-44.3058,600
Covenas,9.4167,-75.7,369
Astley,53.5008,-2.4454,92
Fallersleben,52.4189,10.7169,795
Riebeeckstad,-27.9188,26.8188,136
Simeria,45.85,23.01,294
Sinor,22.0,73.3,67
Asthal Bohar,28.873,76.642,981
Anderson,40.4497,-122.295,869
Caetano,-14.3378,-40.91,979
Bicske,47.4907,18.6363,885
Samahuta,25.8542,84.6614,35
Burtonwood,53.4302,-2.6614,92
Banavar,13.4167,76.1667,876
Trecastagni,37.6167,15.0833,572
Lowes Island,39.0471,-77.3524,586
Manvel,29.4798,-95.3635,55
Derecik,37.083,44.311,288
Kushk,32.6419,51.4997,552
Kurim,49.2986,16.5314,339
La Roche-sur-Foron,46.0673,6.3113,898
Sirpanandal,11.9741,79.0428,883
Santa Cruz,-0.5333,-90.35,406
Maryport,54.7128,-3.4926,709
Bara Belun,23.4007,87.9733,233
De Witt,43.03,-76.0819,461
Ventersburg,-28.0833,27.1333,136
Sogne,58.0942,7.7725,261
Beclean,47.1797,24.1797,21
Largs,55.795,-4.87,709
Westphalia,38.8356,-76.8298,586
Ocean City,39.2681,-74.602,162
Wellesley,43.55,-80.7167,144
Sosenskiy,54.05,35.9667,404
Edd,13.9333,41.7,476
Arcachon,44.65,-1.17,454
Brooklyn,41.4349,-81.7497,295
Boultham,53.214,-0.5561,620
Tamba,17.0001,75.9934,226
Datiana,25.4834,84.8628,35
Kovurupalli,14.7772,79.9999,228
Sant'Ilario d'Enza,44.7667,10.45,57
Hillsborough,37.5572,-122.3586,134
Niasso,12.6333,-4.5333,847
North Valley,35.1736,-106.6231,705
Jadopur Shukul,26.525,84.4341,827
Lansing,39.2428,-94.8972,304
Groton,42.6137,-71.5614,131
Poko,3.15,26.8833,361
Narayanavanam,13.42,79.58,524
El Playon,7.4767,-73.2081,500
Kin,26.4561,127.9261,292
Two Rivers,44.1565,-87.5824,740
Jamaat Shaim,32.3486,-8.8431,580
Roncador,-24.6028,-52.275,647
Deodha,25.7815,86.1346,440
Tetyushi,54.9333,48.8333,84
Lang Suan,9.95,99.0667,284
Priolo Gargallo,37.1667,15.1833,572
Quebrangulo,-9.319,-36.471,829
Farciennes,50.4333,4.55,634
Pulpi,37.4019,-1.7508,755
Malkanur,18.0821,79.3628,571
Alburquerque,9.6104,123.9549,866
Sao Joao do Manhuacu,-20.3939,-42.1508,189
Scalea,39.8147,15.7906,414
Kings Mountain,35.2349,-81.3501,775
Sahsaul,25.7024,86.7758,440
Moglingen,48.8883,9.1292,208
Barrington,42.1515,-88.1281,263
Willistown,40.001,-75.4915,162
Touama,31.5339,-7.4872,580
Prien am Chiemsee,47.8667,12.3333,285
Las Charcas,18.45,-70.62,384
Saint-Jean,43.6664,1.5058,194
Kingsnorth,51.1178,0.8615,9
Makhmalpur,25.287,87.5469,126
Alpu,39.7667,30.95,912
Mannedorf,47.25,8.6833,621
Eranapuram,11.5581,77.9893,148
Greasley,53.02,-1.27,620
Cranleigh,51.1363,-0.4784,218
Westwood,40.9878,-74.0308,328
Retie,51.2667,5.0667,634
Oregon,42.9253,-89.3892,42
Kpandae,8.47,-0.02,56
Chintakunta,14.6476,78.469,228
Bramhabarada,20.6683,86.0747,495
Bardiha Turki,25.8059,85.5441,297
Attippattu,13.2633,80.2911,524
Gethaura,25.6879,87.7092,921
Kishunpur,25.3272,87.7173,126
San Pablo Atlazalpan,19.2172,-98.909,401
Akjoujt,19.75,-14.3833,618
Sankt Johann im Pongau,47.35,13.2,750
Pueblo Viejo,18.4,-70.7667,384
Lavandevil,38.3089,48.8703,880
Kourouma,11.8806,-5.8375,471
Derbisek,41.5608,69.3378,268
Hagen im Bremischen,53.3667,8.65,199
Beniajan,37.9833,-1.0667,755
Tentena,-1.7822,120.6494,241
Bora,23.6585,76.8112,886
Boguchany,58.3667,97.45,730
Betania,-8.2758,-38.0339,376
Mineiros do Tiete,-22.4094,-48.4506,543
Resende Costa,-20.9167,-44.2333,375
Mountain Ash,51.6814,-3.3792,379
Inzago,45.5333,9.4833,336
Werther,52.075,8.4125,199
Lauingen,48.5667,10.4333,208
Porto-Vecchio,41.5917,9.2803,502
Moyuta,14.0333,-90.0833,36
Pasaco,13.9833,-90.2,36
Monteforte Irpino,40.8928,14.7194,2
Sidi Abdellah Ben Taazizt,34.0019,-5.3695,648
Anenecuilco,18.7781,-98.985,401
Ortakent,37.1035,27.2926,922
Rahiar Kunchi,25.8627,86.0924,440
Saint Ives,50.211,-5.48,379
Crayford,51.4491,0.1812,218
West Point,41.122,-112.0995,69
Koog aan de Zaan,52.4667,4.8,954
Amarchinta,16.374,77.7729,516
Jagdishpur,26.1526,86.1146,855
Lincolnton,35.4748,-81.2386,775
Aratuba,-4.4178,-39.045,514
Antonio Carlos,-27.5169,-48.7678,863
Herbolzheim,48.2219,7.7775,151
Hormigueros,18.1437,-67.1199,40
Gravelines,50.9858,2.1283,286
Belauncha,26.2124,86.3554,855
Vahdattiyeh,29.4842,51.2369,8
Korablino,53.9167,40.0167,745
Kassa,14.7247,-3.0664,137
Djemmorah,35.0667,5.8333,496
Amala,9.859,76.8112,579
Granbury,32.4475,-97.7702,354
Kaset Wisai,15.6556,103.5836,825
Vanj,38.3731,71.4553,222
Castle Bromwich,52.505,-1.7856,402
Wanaque,41.044,-74.29,328
Chulym,55.1167,80.9667,982
Kedougou,12.55,-12.1833,493
Hamadanak,35.5422,51.1383,196
Miechow,50.3578,20.0325,506
Kursavka,44.45,42.5,357
Sayda,32.6283,36.2261,34
Sanzana,11.7486,-5.95,471
Holic,48.8122,17.1606,89
Pinheiro Machado,-31.5778,-53.3725,388
Mannarai,11.1172,77.3726,800
Hambantota,6.1244,81.1225,387
Marquette-les-Lille,50.6764,3.0667,286
Dhakaich,25.5835,84.1886,35
Talupula,14.25,78.2667,329
Abbeville,29.9751,-92.1265,728
Gonzalez,22.8281,-98.4306,854
Ranti,26.3519,86.0932,855
Emba,48.8267,58.1442,903
Prachatice,49.0131,13.9975,750
Diez,50.3708,8.0158,532
Montechiarugolo,44.7,10.4167,57
Nembro,45.75,9.7667,336
Schoningen,52.1333,10.95,795
Beni Ounif,32.05,-1.25,560
Khargram,24.0343,87.9853,737
Isselburg,51.8331,6.4667,408
Temamatla,19.2028,-98.87,401
Tittachcheri,10.8674,79.7893,883
Kummarapurugupalem,16.3653,81.6192,986
Sonseca,39.7,-3.95,909
Lathasepura,25.8131,85.718,297
Carbonera,45.6833,12.2833,522
Ichikai,36.55,140.1,4
Hanover,43.7156,-72.191,497
Zvenigovo,55.9833,48.0167,84
Guilherand,44.9353,4.8756,807
Bom Jesus,-28.6678,-50.4169,229
Laukaria,26.7184,84.4242,827
Lommedalen,59.95,10.4667,81
Budili,13.9353,77.7355,329
Tagami,37.6988,139.058,590
Northbrook,39.2467,-84.5796,146
Namli,23.4612,75.0604,211
Kalasa,13.234,75.3553,876
Nelson,49.5,-117.2833,175
Iygli,29.5001,-9.0501,814
Lloro,5.5,-76.5333,623
Sanjiaocheng,36.8908,100.9997,101
Tissa,35.0228,-4.1408,648
Valkeala,60.9389,26.7972,197
Sarab-e Taveh-ye `Olya,30.5964,51.5725,8
Borjomi,41.8389,43.3792,315
Sirgora,22.2063,78.8832,168
Chamestan,36.4792,52.1194,196
Storm Lake,42.6431,-95.196,716
Ladysmith,48.9975,-123.8203,14
Chikni,26.0075,86.7032,440
Bhisho,-32.8494,27.4381,24
Pihuamo,18.95,-103.167,660
Faxinal dos Guedes,-26.8833,-52.2333,106
Tournon-sur-Rhone,45.0672,4.8328,807
Shahmirzad,35.7692,53.3361,908
Kazarman,41.4,74.05,15
Boiling Springs,35.045,-81.9779,775
Feldkirchen-Westerham,47.9,11.85,285
Mpraeso,6.58,-0.7297,452
Busumbala,13.3333,-16.6667,808
Tadepalle,16.8454,81.4966,986
Siniscola,40.5833,9.7,502
Nambour,-26.6269,152.9591,147
Guntupalle,16.568,80.548,1
Damonojodi,18.7632,82.9194,186
Arambakkam,13.5258,80.071,524
Pacoti,-4.225,-38.9228,514
Linslade,51.9243,-0.6774,218
Berkley,39.8045,-105.0281,166
Ilfracombe,51.208,-4.12,379
Prescot,53.4286,-2.8064,92
Bucheya,26.3421,84.6642,35
Barka Gaon,26.144,84.6598,35
Montopoli in Val d'Arno,43.6667,10.75,732
Los Almacigos,19.4083,-71.4417,384
Hernando,-32.4167,-63.7333,778
Capilla del Monte,-30.85,-64.5167,778
Armstrong,-32.7833,-61.6,351
Kranenburg,51.7897,6.0072,408
Parbata,25.3164,86.72,126
Salaya,13.8023,100.3208,456
Wootton,52.2007,-0.8857,402
Malkhaid,17.195,77.1608,226
Aurelino Leal,-14.3169,-39.3269,280
Hinwil,47.3,8.85,621
Pungulam,12.5727,78.753,468
Harsinghpur,26.0504,86.218,855
Kawadgaon,17.91,77.53,382
Baryshivka,50.3539,31.3167,365
Rychnov nad Kneznou,50.1631,16.2744,339
Chikkarampalaiyam,11.2416,76.9854,800
Satellite Beach,28.1782,-80.6019,836
Mhangura,-16.9,30.15,72
Leek,53.1667,6.3833,796
Moreira Sales,-24.0167,-53.05,647
Vaux-le-Penil,48.5257,2.6824,293
Gora,51.6667,16.55,339
Arvand Kenar,29.9789,48.5206,362
Arvand Kenar,29.9786,48.5189,362
Hoeilaart,50.7667,4.4667,634
Grobbendonk,51.2,4.7167,634
Belzig,52.1422,12.5956,929
Kuzuculu,36.8833,36.2333,528
Seringueiras,-11.7981,-63.0311,477
Westtown,39.9417,-75.5565,162
Tucson Mountains,32.2822,-111.0773,121
Coldstream,50.22,-119.2481,604
Galbois,36.2,4.49,570
Stonehaven,56.964,-2.211,80
New Port Richey East,28.2605,-82.6931,345
Potukonda,17.2708,81.754,768
Douar Jwalla,31.89,-7.44,580
Romanshorn,47.5667,9.3833,621
Boujediane,35.1114,-5.7823,39
Nagalapuram,13.3889,79.7967,524
Douar Ain Maatouf,34.4352,-4.5566,648
Rasaunk,25.5537,86.5117,440
Penne,42.45,13.9167,270
Marginea,47.8167,25.8333,896
Zakamensk,50.3833,103.3,103
Palukudoddi,15.8504,77.6753,516
Targu Lapus,47.4525,23.8631,21
Wellington,40.7,-105.0054,166
Batesville,35.7687,-91.6227,359
San Jose de Aerocuar,10.6027,-63.3273,483
Sater,60.35,15.75,296
Kumbadaje,12.5667,75.1,876
Margherita di Savoia,41.3667,16.15,930
Piedmont,37.8225,-122.2301,134
Elon,36.1016,-79.5086,969
Zaouiet Says,32.7931,-8.6506,580
Bollullos de la Mitacion,37.3333,-6.1333,422
Creazzo,45.5333,11.4833,522
Padre Burgos,10.03,125.02,450
Vosselaar,51.3167,4.8833,634
Capela de Santana,-29.7,-51.3333,636
Areiopolis,-22.6681,-48.665,543
Dorking,51.2325,-0.3306,218
Grand Rapids,47.238,-93.5327,423
Prymorsk,46.7333,36.35,776
Cacequi,-29.8833,-54.8167,525
Bernardino de Campos,-23.0131,-49.4742,198
Cherry Creek,39.6094,-104.8645,166
Sada,-12.8511,45.0997,494
Chikha,23.8898,93.5335,20
Honiton,50.8,-3.19,379
Urbana,40.1085,-83.7541,146
Inwood,40.6219,-73.7506,658
Mangalme,12.3547,19.6139,400
Gerasdorf bei Wien,48.295,16.4675,758
North Lindenhurst,40.7072,-73.3859,658
Tambaga,12.9689,-9.8728,19
Baley,51.6,116.6333,608
Kriftel,50.0833,8.45,532
Aylestone,52.604,-1.154,402
Bhandarso,26.178,86.1415,855
Sierra Madre,34.1687,-118.0504,666
Zaragoza,28.4869,-100.9175,589
Villepreux,48.8308,2.0031,293
Aukstieji Paneriai,54.6262,25.181,171
Somnaha,25.9518,85.7042,297
Hauterive,49.1833,-68.2667,804
Begogo,-23.4833,46.7167,822
Antonio Cardoso,-12.435,-39.12,363
Finale Ligure,44.1714,8.3444,616
Planura,-20.1472,-48.6978,543
Bailin,33.485,105.0034,275
Mortugaba,-14.9833,-42.3167,979
Waldkirchen,48.7305,13.6011,750
Balve,51.3333,7.8667,622
Sihaul,25.9405,86.512,440
Sonbari,24.2286,80.7902,364
Bannewitz,50.9931,13.7167,419
Mayureswar,23.9908,87.7647,737
Okhargara,24.2141,83.7856,714
Birch Bay,48.9243,-122.7519,14
Atru,24.81,76.63,211
Pulsano,40.3833,17.35,786
Cerese,45.05,10.75,57
Lloyd,41.7286,-73.9961,328
Barbadanes,42.3003,-7.9064,640
Cesson,48.5633,2.6053,293
Dorridge,52.372,-1.7554,402
Olaippatti,11.7676,77.9927,148
Kirensk,57.7833,108.0833,646
Stollberg,50.7083,12.7783,164
Hexham,54.971,-2.101,956
Cisternino,40.7333,17.4333,786
Enfida,36.1353,10.3808,139
Saadatpur Aguani,25.283,86.7412,126
Waipio,21.4143,-157.9966,28
Guebwiller,47.9083,7.2108,151
Novska,45.3333,16.9833,670
Banagi,13.61,75.53,876
Balehonnur,13.35,75.46,876
Oberwil,47.5167,7.55,151
Pongalur,10.9654,77.372,800
Kilkottai,10.2861,77.916,700
Ecaussinnes-Lalaing,50.5667,4.1833,634
Kanamadi,16.9291,75.3807,972
Udawantnagar,25.5054,84.6216,35
Kurman,45.4947,34.2947,367
Murapaka,18.2282,83.7926,186
Manati,18.4283,-66.4823,40
Roscoe,42.4256,-89.0084,263
Ambinanin'i Sakaleona,-20.5333,48.55,98
Evington,52.628,-1.074,402
Achankovil,8.9667,77.1431,291
Jamapa,19.0411,-96.2411,635
Sheron,30.1582,75.7178,626
Iazizatene,35.2544,-3.115,845
Braunfels,50.5167,8.3833,532
Kowdalli,12.067,77.4438,800
Valmadrera,45.85,9.3667,336
Burr Ridge,41.7485,-87.92,263
Fagersta,60.0042,15.7933,296
Palmerston,53.35,-6.379,242
Kumharsan,25.6421,86.1971,440
De Panne,51.1,2.5833,286
Brugg,47.4864,8.2067,151
Quintanar de la Orden,39.5906,-3.0428,909
Orono,44.8867,-68.7166,838
Itanhomi,-19.1667,-41.8667,823
Panhar,25.0936,85.2176,297
Trofaiach,47.426,15.0067,153
Southborough,51.1598,0.2652,218
Sultanpur,25.6214,85.4637,297
Camisano Vicentino,45.5167,11.7167,522
Elwood,40.8462,-73.3389,658
Congaz,46.1083,28.5972,599
Shahrinav,38.5667,68.3333,222
Mortad,18.8167,78.4833,970
Kachnar,25.9699,84.3589,35
White City,42.4316,-122.8322,869
Langeloop,-25.684,31.635,686
Puerto Caicedo,0.685,-76.6044,143
Unicov,49.7708,17.1214,339
Candelaria,18.1835,-91.0463,654
Sao Jose do Campestre,-6.3158,-35.7139,161
Nandayure,9.9014,-85.3036,114
Nawalpur,26.9366,84.2985,827
Morant Bay,17.8819,-76.4074,830
Matsuo,35.633,140.467,4
Mineral de Angangueo,19.6167,-100.2833,958
Hasbergen,52.2167,7.9167,199
Iver,51.521,-0.507,218
Iuiu,-14.4,-43.5833,979
Saint-Saulve,50.37,3.555,286
Warren,41.7282,-71.2629,131
Gengenbach,48.4,8.0167,433
Kattupputtur,10.9833,78.2333,148
La Massana,42.5444,1.5144,396
Phulgachhi,26.3653,87.9399,921
Plano,41.6757,-88.5293,263
Kall,50.55,6.55,83
Oporapa,2.05,-75.9667,980
Salcedo,17.1517,120.5361,915
Alto Parnaiba,-9.1108,-45.93,600
Ikkadu,13.1724,79.9358,524
Waupun,43.6314,-88.7381,740
Vila Frescainha,41.535,-8.615,79
Tha Chang,9.2674,99.1922,284
An Phu,10.85,105.0833,224
Caorle,45.6,12.8833,522
Canyon Lake,33.6885,-117.2621,30
Sorontona,13.0667,-4.9,847
Firoza,28.75,70.8167,668
Murska Sobota,46.6667,16.1667,153
Marilandia,-19.4128,-40.5419,189
Comarnic,45.2511,25.6353,989
Peri-Mirim,-2.5778,-44.8539,694
Yamanouchi,36.7446,138.4127,467
Mierlo,51.4411,5.6194,408
'Ain Taghrout,36.1289,5.0767,570
Ollerton,53.2,-1.02,620
Port Wentworth,32.1951,-81.1991,773
Hatwans,22.7683,78.3464,168
Kariz,34.8117,60.8239,752
East Hanover,40.8192,-74.3638,328
Chuguyevka,44.1667,133.8583,509
Nazyvayevsk,55.5667,71.2667,879
San Bernardo,-27.2667,-60.7,184
Castelvetro di Modena,44.5,10.95,57
Capitao de Campos,-4.4569,-41.9439,865
Georgian Bluffs,44.65,-81.0333,144
Oud-Heverlee,50.8333,4.6667,634
Nagojanahalli,12.357,78.2886,468
Parapua,-21.7681,-50.7717,198
Duggirala,16.3271,80.628,1
Ararenda,-4.75,-40.8333,214
Gucheng,34.4545,105.2064,275
Vilyuysk,63.75,121.6333,82
Illintsi,49.1056,29.2089,985
Antonio Carlos,-21.3178,-43.7469,992
Ksar Sbahi,36.0833,7.25,247
Biganos,44.645,-0.9772,454
Yargatti,15.9667,75.0167,972
Bishunpur,24.7631,85.682,297
Alcoa,35.8076,-83.9753,420
Potosi,11.5,-85.8833,806
Fortuna,38.1789,-1.1233,755
Raceland,29.7282,-90.6362,219
Melsele,51.2209,4.2815,634
Calcado,-8.7419,-36.3339,748
Fairview,42.0261,-80.2361,995
Bang Ban,14.4247,100.4758,456
Chassieu,45.745,4.966,807
Bhattiprolu,16.1026,80.7807,1
Ban Wang Daeng,17.479,100.1247,267
Panguipulli,-39.6444,-72.3306,337
Wulingshancun,40.4755,117.4888,46
San Luis de La Loma,17.2714,-100.8911,971
Si Wilai,18.1865,103.7408,426
Terku Valliyur,8.357,77.6087,291
Aydincik,36.1417,33.3178,341
Herrsching am Ammersee,48.0,11.1833,285
Kariat Ben Aouda,34.7667,-5.95,39
Ceu Azul,-25.1469,-53.8489,17
Bagamanoc,13.9408,124.2888,711
El Trebol,-32.1833,-61.7167,351
Divinolandia,-21.6614,-46.7392,3
Gacheta,4.8176,-73.636,352
Canandaigua,42.8608,-77.3182,461
Juruaia,-21.25,-46.5833,3
Pedersore,63.6642,22.7006,370
Congonhal,-22.1528,-46.0389,3
Sa'in Qal`eh,36.3058,49.0739,593
Iguaraci,-7.8333,-37.5333,376
Ramanayakkanpalaiyam,11.6291,78.5624,148
Cleveland,33.744,-90.7285,359
Belen de los Andaquies,1.4161,-75.8725,980
Pata Ellamilli,16.8473,81.4884,986
Moorslede,50.8833,3.0667,286
Paullo,45.4167,9.4,336
Narimanov,46.6833,47.85,941
Piazzola sul Brenta,45.5333,11.7667,522
Konnur,15.8595,75.4955,972
Pirapetinga,-21.6558,-42.3458,992
Basaithi,26.0284,87.3329,921
Wen'anyi,36.8658,110.0553,29
Pontchateau,47.43,-2.083,503
Rio Cuarto,10.4076,-84.2135,114
Arenzano,44.4042,8.6806,616
Citrus Springs,28.9931,-82.4594,345
Berane,42.84,19.86,320
Lalsaraia,26.7388,84.6607,827
Dayalpur,26.0511,84.5968,35
Karebilachi,14.1449,75.9032,581
Codigoro,44.8333,12.1167,522
Nossa Senhora dos Milagres,-12.87,-39.8589,363
Hebri,13.4667,74.9833,876
Elchuru,16.0813,79.9269,1
Asahi,35.0333,136.6667,835
Clayton,37.9404,-121.9301,134
Merriam,39.0186,-94.6933,304
Niemasson,10.3078,2.0378,510
El Aguila,4.9167,-76.0833,623
Tyrnavos,39.7333,22.2833,832
Szprotawa,51.5667,15.5,419
Passy,45.9244,6.6872,898
Union City,36.4267,-89.0474,359
Kac,45.3,19.95,123
Dois Riachos,-9.3928,-37.1008,829
Stiring-Wendel,49.2,6.93,738
Selma,29.5866,-98.3132,824
Wyomissing,40.3317,-75.9703,831
Santa Mariana,-23.15,-50.55,198
Barton upon Humber,53.6833,-0.45,620
Cologno al Serio,45.5833,9.7,336
Lake Grove,40.8586,-73.1168,658
Leicester,42.24,-71.912,131
Shamunpet,17.9472,79.6014,571
Marinette,45.0871,-87.6336,740
Doesburg,52.0167,6.1333,408
Mahin,34.2425,37.0589,780
Norvenich,50.8,6.65,83
Panazol,45.8397,1.3108,119
Kaniyambadi,12.8118,79.134,524
Villa La Angostura,-40.7625,-71.6463,337
Longtaixiang,34.5988,104.8963,275
Planegg,48.1047,11.4306,285
Penagam,10.4522,76.0972,33
General Carneiro,-26.4278,-51.3158,106
La Calamine,50.7,6.0,83
Timperley,53.387,-2.328,92
Whitchurch,51.4064,-2.5594,684
Great Wyrley,52.6593,-2.0102,402
San Giustino,43.55,12.1833,882
Great Neck,40.8029,-73.7333,658
Jayaque,13.6667,-89.4333,36
Korb,48.8417,9.3611,208
Dalippur,25.4222,84.3933,35
Lower Saucon,40.5881,-75.3188,831
Mainvilliers,48.4539,1.4628,293
Hathidah Buzurg,25.3716,85.9857,297
Bangramanjeshvara,12.6833,75.0,876
Rutesheim,48.8097,8.945,208
Devanakavundanur,11.5048,77.8383,148
La Trinitaria,16.1203,-92.0408,360
San Carlos Centro,-31.7333,-61.1,351
Floresta Azul,-14.85,-39.6833,280
Aba,32.9039,101.6925,809
Shankarpalli,17.4523,78.131,382
Chhabila,26.2556,85.9933,855
Kadur Sahib,31.4239,75.0977,38
Coshocton,40.2618,-81.848,295
Monmouth,44.8505,-123.2284,248
Mandal,58.0267,7.4533,261
Zira,40.3636,50.2903,991
Awash,8.9944,40.1667,349
Le Luc,43.3956,6.3133,553
Nanpala,15.2792,-5.5528,847
Pharaha,24.8522,85.5471,297
Pompton Lakes,41.0024,-74.2859,328
Novoazovsk,47.1117,38.0825,860
Thanh Xuan,10.2308,106.3253,224
Lansdowne,39.9408,-75.276,162
Moita Bonita,-10.5778,-37.3428,829
Wangjiabian,38.2412,110.2353,29
Larbert,56.0229,-3.826,709
Sturgis,41.7991,-85.4184,683
Brzeszcze,50.0,19.15,506
Fagundes,-7.355,-35.775,748
Glyka Nera,37.9917,23.8483,53
Boguchar,49.95,40.55,603
Montlouis-sur-Loire,47.3892,0.8281,119
Ballymoney,55.071,-6.508,617
Kisara,17.5233,78.6677,382
Epping,51.7004,0.1087,218
Dumri,25.6243,84.1809,35
Madhopur,26.34,84.45,35
Petal,31.3477,-89.2359,219
De Pinte,51.0,3.65,286
Riorges,46.0436,4.0414,394
Mukasi Pidariyur,11.2069,77.5922,800
Andacollo,-30.2303,-71.0858,76
Magnolia,33.2775,-93.2261,736
Rackeve,47.1608,18.9456,885
Puliyara,9.0041,77.1889,291
Joquicingo,19.0556,-99.5467,401
Jacinto,-16.1439,-40.2928,280
Mohlin,47.55,7.85,151
Bithlo,28.5644,-81.1073,836
